Analysis data for heap_sort algorithm on reverse_sorted data for n = 1500
# of comparisons: 34102, regression equation:  y = 1.0023 (x) ^ 1.4322 w/ correlation 100.0 %,execution time: 0.017998 s
# of exchanges: 29074, regression equation:  y = 1.0021 (x) ^ 1.4099 w/ correlation 100.0 %
count,presorted values,postsorted values
0,2499,1000
1,2498,1001
2,2497,1002
3,2496,1003
4,2495,1004
5,2494,1005
6,2493,1006
7,2492,1007
8,2491,1008
9,2490,1009
10,2489,1010
11,2488,1011
12,2487,1012
13,2486,1013
14,2485,1014
15,2484,1015
16,2483,1016
17,2482,1017
18,2481,1018
19,2480,1019
20,2479,1020
21,2478,1021
22,2477,1022
23,2476,1023
24,2475,1024
25,2474,1025
26,2473,1026
27,2472,1027
28,2471,1028
29,2470,1029
30,2469,1030
31,2468,1031
32,2467,1032
33,2466,1033
34,2465,1034
35,2464,1035
36,2463,1036
37,2462,1037
38,2461,1038
39,2460,1039
40,2459,1040
41,2458,1041
42,2457,1042
43,2456,1043
44,2455,1044
45,2454,1045
46,2453,1046
47,2452,1047
48,2451,1048
49,2450,1049
50,2449,1050
51,2448,1051
52,2447,1052
53,2446,1053
54,2445,1054
55,2444,1055
56,2443,1056
57,2442,1057
58,2441,1058
59,2440,1059
60,2439,1060
61,2438,1061
62,2437,1062
63,2436,1063
64,2435,1064
65,2434,1065
66,2433,1066
67,2432,1067
68,2431,1068
69,2430,1069
70,2429,1070
71,2428,1071
72,2427,1072
73,2426,1073
74,2425,1074
75,2424,1075
76,2423,1076
77,2422,1077
78,2421,1078
79,2420,1079
80,2419,1080
81,2418,1081
82,2417,1082
83,2416,1083
84,2415,1084
85,2414,1085
86,2413,1086
87,2412,1087
88,2411,1088
89,2410,1089
90,2409,1090
91,2408,1091
92,2407,1092
93,2406,1093
94,2405,1094
95,2404,1095
96,2403,1096
97,2402,1097
98,2401,1098
99,2400,1099
100,2399,1100
101,2398,1101
102,2397,1102
103,2396,1103
104,2395,1104
105,2394,1105
106,2393,1106
107,2392,1107
108,2391,1108
109,2390,1109
110,2389,1110
111,2388,1111
112,2387,1112
113,2386,1113
114,2385,1114
115,2384,1115
116,2383,1116
117,2382,1117
118,2381,1118
119,2380,1119
120,2379,1120
121,2378,1121
122,2377,1122
123,2376,1123
124,2375,1124
125,2374,1125
126,2373,1126
127,2372,1127
128,2371,1128
129,2370,1129
130,2369,1130
131,2368,1131
132,2367,1132
133,2366,1133
134,2365,1134
135,2364,1135
136,2363,1136
137,2362,1137
138,2361,1138
139,2360,1139
140,2359,1140
141,2358,1141
142,2357,1142
143,2356,1143
144,2355,1144
145,2354,1145
146,2353,1146
147,2352,1147
148,2351,1148
149,2350,1149
150,2349,1150
151,2348,1151
152,2347,1152
153,2346,1153
154,2345,1154
155,2344,1155
156,2343,1156
157,2342,1157
158,2341,1158
159,2340,1159
160,2339,1160
161,2338,1161
162,2337,1162
163,2336,1163
164,2335,1164
165,2334,1165
166,2333,1166
167,2332,1167
168,2331,1168
169,2330,1169
170,2329,1170
171,2328,1171
172,2327,1172
173,2326,1173
174,2325,1174
175,2324,1175
176,2323,1176
177,2322,1177
178,2321,1178
179,2320,1179
180,2319,1180
181,2318,1181
182,2317,1182
183,2316,1183
184,2315,1184
185,2314,1185
186,2313,1186
187,2312,1187
188,2311,1188
189,2310,1189
190,2309,1190
191,2308,1191
192,2307,1192
193,2306,1193
194,2305,1194
195,2304,1195
196,2303,1196
197,2302,1197
198,2301,1198
199,2300,1199
200,2299,1200
201,2298,1201
202,2297,1202
203,2296,1203
204,2295,1204
205,2294,1205
206,2293,1206
207,2292,1207
208,2291,1208
209,2290,1209
210,2289,1210
211,2288,1211
212,2287,1212
213,2286,1213
214,2285,1214
215,2284,1215
216,2283,1216
217,2282,1217
218,2281,1218
219,2280,1219
220,2279,1220
221,2278,1221
222,2277,1222
223,2276,1223
224,2275,1224
225,2274,1225
226,2273,1226
227,2272,1227
228,2271,1228
229,2270,1229
230,2269,1230
231,2268,1231
232,2267,1232
233,2266,1233
234,2265,1234
235,2264,1235
236,2263,1236
237,2262,1237
238,2261,1238
239,2260,1239
240,2259,1240
241,2258,1241
242,2257,1242
243,2256,1243
244,2255,1244
245,2254,1245
246,2253,1246
247,2252,1247
248,2251,1248
249,2250,1249
250,2249,1250
251,2248,1251
252,2247,1252
253,2246,1253
254,2245,1254
255,2244,1255
256,2243,1256
257,2242,1257
258,2241,1258
259,2240,1259
260,2239,1260
261,2238,1261
262,2237,1262
263,2236,1263
264,2235,1264
265,2234,1265
266,2233,1266
267,2232,1267
268,2231,1268
269,2230,1269
270,2229,1270
271,2228,1271
272,2227,1272
273,2226,1273
274,2225,1274
275,2224,1275
276,2223,1276
277,2222,1277
278,2221,1278
279,2220,1279
280,2219,1280
281,2218,1281
282,2217,1282
283,2216,1283
284,2215,1284
285,2214,1285
286,2213,1286
287,2212,1287
288,2211,1288
289,2210,1289
290,2209,1290
291,2208,1291
292,2207,1292
293,2206,1293
294,2205,1294
295,2204,1295
296,2203,1296
297,2202,1297
298,2201,1298
299,2200,1299
300,2199,1300
301,2198,1301
302,2197,1302
303,2196,1303
304,2195,1304
305,2194,1305
306,2193,1306
307,2192,1307
308,2191,1308
309,2190,1309
310,2189,1310
311,2188,1311
312,2187,1312
313,2186,1313
314,2185,1314
315,2184,1315
316,2183,1316
317,2182,1317
318,2181,1318
319,2180,1319
320,2179,1320
321,2178,1321
322,2177,1322
323,2176,1323
324,2175,1324
325,2174,1325
326,2173,1326
327,2172,1327
328,2171,1328
329,2170,1329
330,2169,1330
331,2168,1331
332,2167,1332
333,2166,1333
334,2165,1334
335,2164,1335
336,2163,1336
337,2162,1337
338,2161,1338
339,2160,1339
340,2159,1340
341,2158,1341
342,2157,1342
343,2156,1343
344,2155,1344
345,2154,1345
346,2153,1346
347,2152,1347
348,2151,1348
349,2150,1349
350,2149,1350
351,2148,1351
352,2147,1352
353,2146,1353
354,2145,1354
355,2144,1355
356,2143,1356
357,2142,1357
358,2141,1358
359,2140,1359
360,2139,1360
361,2138,1361
362,2137,1362
363,2136,1363
364,2135,1364
365,2134,1365
366,2133,1366
367,2132,1367
368,2131,1368
369,2130,1369
370,2129,1370
371,2128,1371
372,2127,1372
373,2126,1373
374,2125,1374
375,2124,1375
376,2123,1376
377,2122,1377
378,2121,1378
379,2120,1379
380,2119,1380
381,2118,1381
382,2117,1382
383,2116,1383
384,2115,1384
385,2114,1385
386,2113,1386
387,2112,1387
388,2111,1388
389,2110,1389
390,2109,1390
391,2108,1391
392,2107,1392
393,2106,1393
394,2105,1394
395,2104,1395
396,2103,1396
397,2102,1397
398,2101,1398
399,2100,1399
400,2099,1400
401,2098,1401
402,2097,1402
403,2096,1403
404,2095,1404
405,2094,1405
406,2093,1406
407,2092,1407
408,2091,1408
409,2090,1409
410,2089,1410
411,2088,1411
412,2087,1412
413,2086,1413
414,2085,1414
415,2084,1415
416,2083,1416
417,2082,1417
418,2081,1418
419,2080,1419
420,2079,1420
421,2078,1421
422,2077,1422
423,2076,1423
424,2075,1424
425,2074,1425
426,2073,1426
427,2072,1427
428,2071,1428
429,2070,1429
430,2069,1430
431,2068,1431
432,2067,1432
433,2066,1433
434,2065,1434
435,2064,1435
436,2063,1436
437,2062,1437
438,2061,1438
439,2060,1439
440,2059,1440
441,2058,1441
442,2057,1442
443,2056,1443
444,2055,1444
445,2054,1445
446,2053,1446
447,2052,1447
448,2051,1448
449,2050,1449
450,2049,1450
451,2048,1451
452,2047,1452
453,2046,1453
454,2045,1454
455,2044,1455
456,2043,1456
457,2042,1457
458,2041,1458
459,2040,1459
460,2039,1460
461,2038,1461
462,2037,1462
463,2036,1463
464,2035,1464
465,2034,1465
466,2033,1466
467,2032,1467
468,2031,1468
469,2030,1469
470,2029,1470
471,2028,1471
472,2027,1472
473,2026,1473
474,2025,1474
475,2024,1475
476,2023,1476
477,2022,1477
478,2021,1478
479,2020,1479
480,2019,1480
481,2018,1481
482,2017,1482
483,2016,1483
484,2015,1484
485,2014,1485
486,2013,1486
487,2012,1487
488,2011,1488
489,2010,1489
490,2009,1490
491,2008,1491
492,2007,1492
493,2006,1493
494,2005,1494
495,2004,1495
496,2003,1496
497,2002,1497
498,2001,1498
499,2000,1499
500,1999,1500
501,1998,1501
502,1997,1502
503,1996,1503
504,1995,1504
505,1994,1505
506,1993,1506
507,1992,1507
508,1991,1508
509,1990,1509
510,1989,1510
511,1988,1511
512,1987,1512
513,1986,1513
514,1985,1514
515,1984,1515
516,1983,1516
517,1982,1517
518,1981,1518
519,1980,1519
520,1979,1520
521,1978,1521
522,1977,1522
523,1976,1523
524,1975,1524
525,1974,1525
526,1973,1526
527,1972,1527
528,1971,1528
529,1970,1529
530,1969,1530
531,1968,1531
532,1967,1532
533,1966,1533
534,1965,1534
535,1964,1535
536,1963,1536
537,1962,1537
538,1961,1538
539,1960,1539
540,1959,1540
541,1958,1541
542,1957,1542
543,1956,1543
544,1955,1544
545,1954,1545
546,1953,1546
547,1952,1547
548,1951,1548
549,1950,1549
550,1949,1550
551,1948,1551
552,1947,1552
553,1946,1553
554,1945,1554
555,1944,1555
556,1943,1556
557,1942,1557
558,1941,1558
559,1940,1559
560,1939,1560
561,1938,1561
562,1937,1562
563,1936,1563
564,1935,1564
565,1934,1565
566,1933,1566
567,1932,1567
568,1931,1568
569,1930,1569
570,1929,1570
571,1928,1571
572,1927,1572
573,1926,1573
574,1925,1574
575,1924,1575
576,1923,1576
577,1922,1577
578,1921,1578
579,1920,1579
580,1919,1580
581,1918,1581
582,1917,1582
583,1916,1583
584,1915,1584
585,1914,1585
586,1913,1586
587,1912,1587
588,1911,1588
589,1910,1589
590,1909,1590
591,1908,1591
592,1907,1592
593,1906,1593
594,1905,1594
595,1904,1595
596,1903,1596
597,1902,1597
598,1901,1598
599,1900,1599
600,1899,1600
601,1898,1601
602,1897,1602
603,1896,1603
604,1895,1604
605,1894,1605
606,1893,1606
607,1892,1607
608,1891,1608
609,1890,1609
610,1889,1610
611,1888,1611
612,1887,1612
613,1886,1613
614,1885,1614
615,1884,1615
616,1883,1616
617,1882,1617
618,1881,1618
619,1880,1619
620,1879,1620
621,1878,1621
622,1877,1622
623,1876,1623
624,1875,1624
625,1874,1625
