Analysis data for heap_sort algorithm on random data for n = 50
# of comparisons: 508, regression equation:  y = 1.0032 (x) ^ 1.4476 w/ correlation 100.0 %,execution time: 0.001996 s
# of exchanges: 440, regression equation:  y = 1.0029 (x) ^ 1.4244 w/ correlation 100.0 %
count,presorted values,postsorted values
0,48,1
1,35,2
2,22,3
3,7,4
4,16,5
5,32,6
6,39,7
7,44,8
8,43,9
9,45,10
10,4,11
11,49,12
12,28,13
13,50,14
14,33,15
15,23,16
16,15,17
17,11,18
18,19,19
19,40,20
20,29,21
21,8,22
22,36,23
23,24,24
24,46,25
25,1,26
26,21,27
27,14,28
28,42,29
29,38,30
30,9,31
31,25,32
32,12,33
33,13,34
34,30,35
35,37,36
36,31,37
37,6,38
38,41,39
39,34,40
40,5,41
41,10,42
42,17,43
43,47,44
44,3,45
45,20,46
46,27,47
47,18,48
48,26,49
49,2,50
