Analysis data for heap_sort algorithm on random data for n = 1000
# of comparisons: 23382, regression equation:  y = 1.0032 (x) ^ 1.4476 w/ correlation 100.0 %,execution time: 0.009725 s
# of exchanges: 19823, regression equation:  y = 1.0029 (x) ^ 1.4244 w/ correlation 100.0 %
count,presorted values,postsorted values
0,5142,1006
1,5577,1018
2,5296,1025
3,4366,1031
4,1300,1039
5,9062,1058
6,2032,1089
7,7828,1104
8,7466,1123
9,2094,1124
10,8876,1137
11,3388,1158
12,1575,1176
13,8922,1182
14,1861,1193
15,1603,1204
16,4886,1208
17,9575,1209
18,2089,1212
19,8846,1227
20,1368,1242
21,5229,1243
22,8241,1247
23,4894,1249
24,8992,1257
25,4730,1261
26,8064,1263
27,3714,1273
28,5132,1274
29,1519,1275
30,6284,1277
31,2190,1279
32,5580,1290
33,1321,1295
34,1531,1300
35,8530,1305
36,2744,1309
37,3724,1314
38,8623,1320
39,4015,1321
40,3300,1328
41,8430,1334
42,1104,1339
43,4232,1361
44,9765,1368
45,3962,1369
46,3884,1374
47,6357,1378
48,8284,1379
49,5991,1396
50,1746,1399
51,7993,1402
52,7538,1402
53,3169,1403
54,9918,1408
55,8737,1417
56,7381,1425
57,2158,1440
58,6320,1453
59,7726,1454
60,1403,1468
61,5331,1480
62,8107,1492
63,1646,1500
64,2735,1509
65,6244,1513
66,7358,1519
67,7699,1531
68,6784,1548
69,1677,1549
70,4647,1553
71,9191,1556
72,4395,1559
73,5562,1568
74,4775,1575
75,4066,1576
76,6411,1576
77,1763,1582
78,8422,1583
79,7997,1587
80,6327,1603
81,5338,1605
82,4475,1611
83,1846,1635
84,3890,1640
85,9788,1642
86,8895,1645
87,6595,1646
88,9650,1660
89,2471,1677
90,5841,1680
91,2688,1715
92,9628,1716
93,7491,1718
94,6826,1725
95,5304,1734
96,1275,1746
97,1977,1753
98,2240,1756
99,6017,1759
100,8657,1761
101,1006,1763
102,2331,1781
103,1309,1787
104,6829,1800
105,9432,1804
106,3483,1806
107,2841,1833
108,2793,1834
109,5811,1844
110,7062,1846
111,1806,1861
112,6788,1870
113,8620,1872
114,3571,1893
115,7974,1895
116,4152,1898
117,2927,1912
118,5279,1916
119,1305,1929
120,6116,1938
121,5541,1948
122,3525,1971
123,8881,1972
124,9508,1977
125,4750,1994
126,7500,1995
127,7665,1998
128,8676,2015
129,9819,2020
130,9567,2021
131,6901,2032
132,7833,2054
133,9361,2062
134,1804,2065
135,4358,2081
136,9283,2089
137,9690,2094
138,1492,2098
139,8274,2104
140,9205,2109
141,4944,2116
142,3641,2118
143,1339,2130
144,7824,2141
145,4960,2156
146,2104,2158
147,2825,2165
148,6318,2183
149,6752,2190
150,5367,2197
151,7697,2208
152,9252,2223
153,9649,2240
154,4498,2243
155,4449,2246
156,3666,2251
157,5799,2271
158,3774,2276
159,6096,2280
160,3840,2281
161,8176,2289
162,1018,2291
163,2054,2304
164,9080,2306
165,5787,2308
166,1844,2311
167,3311,2312
168,1834,2331
169,3369,2345
170,8792,2350
171,7090,2354
172,7124,2358
173,1374,2379
174,6307,2398
175,8057,2409
176,2713,2427
177,3486,2432
178,4524,2444
179,8077,2449
180,7136,2471
181,4554,2478
182,1279,2483
183,3679,2488
184,3924,2502
185,5261,2512
186,6899,2519
187,1440,2532
188,1257,2552
189,3323,2562
190,9254,2577
191,7632,2599
192,3384,2609
193,2552,2626
194,6353,2629
195,7568,2630
196,1208,2635
197,4310,2638
198,4596,2650
199,2512,2651
200,7446,2653
201,5364,2675
202,4429,2688
203,2208,2713
204,6131,2735
205,9677,2742
206,9120,2744
207,1261,2746
208,6724,2758
209,3008,2793
210,6273,2825
211,3752,2841
212,4301,2858
213,3129,2886
214,6856,2898
215,6290,2920
216,3293,2927
217,1399,2964
218,1274,2989
219,6452,3008
220,6779,3019
221,3053,3024
222,5284,3044
223,8332,3053
224,2638,3059
225,3503,3068
226,3186,3098
227,5550,3114
228,1039,3129
229,9671,3141
230,6364,3142
231,2271,3146
232,7968,3169
233,3655,3171
234,6567,3186
235,3409,3190
236,3779,3208
237,3239,3212
238,5198,3217
239,7499,3223
240,7579,3239
241,5518,3245
242,6502,3258
243,7577,3270
244,3637,3271
245,1734,3272
246,6941,3274
247,6624,3291
248,7987,3293
249,3044,3297
250,5391,3300
251,9440,3306
252,9218,3311
253,7975,3314
254,2427,3316
255,9619,3323
256,9887,3337
257,8934,3340
258,2098,3345
259,6141,3358
260,6415,3369
261,9559,3375
262,9705,3376
263,5246,3384
264,9477,3388
265,1559,3395
266,4931,3397
267,2432,3398
268,3722,3409
269,5251,3453
270,1660,3463
271,7649,3466
272,7671,3469
273,7204,3483
274,2562,3486
275,5096,3503
276,7093,3504
277,1998,3514
278,9278,3516
279,1587,3521
280,8659,3525
281,1369,3545
282,1971,3546
283,8785,3551
284,6546,3571
285,4615,3581
286,6469,3605
287,6361,3609
288,2350,3631
289,4564,3636
290,4197,3637
291,4936,3641
292,7678,3647
293,5540,3655
294,7992,3666
295,5218,3667
296,5574,3679
297,8062,3686
298,9302,3714
299,1454,3722
300,8196,3724
301,6584,3727
302,4027,3735
303,6046,3740
304,9802,3752
305,8124,3774
306,9146,3779
307,8234,3783
308,4228,3787
309,2478,3837
310,4799,3840
311,6809,3873
312,7676,3876
313,3245,3884
314,3989,3888
315,7110,3890
316,4216,3893
317,8328,3896
318,6344,3902
319,8104,3909
320,7462,3910
321,6294,3912
322,1277,3922
323,1725,3923
324,8407,3924
325,4697,3931
326,2251,3954
327,6456,3955
328,5555,3957
329,3922,3962
330,3217,3966
331,6434,3976
332,5669,3989
333,5898,3994
334,4339,3994
335,5431,3998
336,7736,4015
337,4022,4022
338,2599,4027
339,7944,4058
340,3545,4066
341,8742,4077
342,9950,4092
343,9885,4152
344,7925,4168
345,1898,4176
346,9186,4177
347,5116,4188
348,2609,4197
349,5559,4210
350,1408,4213
351,9410,4215
352,8127,4216
353,3605,4228
354,5458,4232
355,8110,4264
356,6946,4279
357,5536,4282
358,1642,4300
359,3019,4301
360,4874,4306
361,1242,4310
362,7503,4318
363,2304,4328
364,2345,4339
365,3740,4342
366,4888,4348
367,2989,4358
368,6700,4366
369,5692,4378
370,1718,4385
371,9702,4395
372,3024,4429
373,2118,4435
374,8170,4449
375,1576,4465
376,1204,4475
377,7156,4483
378,3397,4498
379,3297,4508
380,9925,4524
381,1759,4529
382,8477,4542
383,7374,4554
384,9602,4564
385,9153,4592
386,5566,4596
387,3337,4605
388,3223,4614
389,4783,4615
390,5444,4616
391,6255,4647
392,2308,4656
393,1227,4697
394,6575,4716
395,1089,4730
396,5945,4742
397,1929,4743
398,9713,4744
399,5379,4745
400,1025,4750
401,1948,4775
402,4348,4783
403,4981,4799
404,7253,4806
405,2354,4807
406,6051,4819
407,5534,4843
408,1872,4848
409,4318,4874
410,8941,4876
411,3212,4877
412,4378,4879
413,5584,4884
414,6180,4886
415,6659,4887
416,8135,4888
417,2886,4894
418,1193,4922
419,3068,4928
420,7605,4931
421,7721,4933
422,8079,4936
423,9279,4944
424,6749,4945
425,8174,4949
426,8995,4960
427,1893,4967
428,2409,4981
429,6480,5036
430,8500,5040
431,1938,5047
432,3893,5048
433,6189,5066
434,7782,5080
435,2898,5090
436,8092,5096
437,3469,5110
438,7315,5111
439,7452,5116
440,3647,5117
441,5355,5119
442,7696,5125
443,1509,5132
444,9638,5136
445,5510,5142
446,5594,5152
447,7375,5160
448,8709,5175
449,9150,5179
450,1833,5195
451,3994,5198
452,6097,5218
453,8661,5229
454,3909,5238
455,1645,5246
456,8470,5251
457,5152,5261
458,3955,5279
459,8907,5284
460,7481,5286
461,9891,5294
462,3783,5296
463,4176,5302
464,9437,5304
465,1314,5331
466,7970,5338
467,3976,5340
468,8536,5355
469,9536,5358
470,5927,5364
471,2488,5367
472,1715,5369
473,7176,5373
474,5473,5379
475,5125,5391
476,7004,5405
477,7119,5423
478,7003,5425
479,1123,5431
480,1640,5444
481,8655,5447
482,2289,5458
483,3787,5467
484,6770,5473
485,6369,5493
486,3912,5497
487,2165,5510
488,9323,5518
489,1417,5519
490,1972,5534
491,7875,5536
492,1468,5540
493,8005,5541
494,7325,5549
495,5119,5550
496,4177,5555
497,5302,5556
498,8023,5559
499,7589,5562
500,8627,5566
501,2130,5574
502,8911,5577
503,1249,5580
504,7336,5584
505,5467,5594
506,1994,5633
507,9643,5634
508,7312,5669
509,1273,5675
510,4967,5682
511,2444,5692
512,9374,5693
513,6018,5718
514,8853,5722
515,6936,5744
516,6437,5787
517,5831,5798
518,3171,5799
519,6613,5811
520,8756,5825
521,5340,5831
522,8642,5841
523,7118,5845
524,5040,5848
525,6851,5898
526,4933,5921
527,9240,5927
528,8405,5945
529,1058,5956
530,8460,5963
531,9907,5991
532,8504,6017
533,1453,6018
534,8869,6020
535,5549,6028
536,2021,6039
537,6186,6046
538,8817,6051
539,9124,6062
540,8714,6086
541,2197,6088
542,2379,6096
543,1295,6097
544,9956,6103
545,8081,6106
546,2626,6116
547,9842,6131
548,2746,6132
549,6425,6135
550,9850,6140
551,6132,6141
552,2291,6149
553,5286,6156
554,6106,6164
555,3998,6178
556,6392,6180
557,4743,6186
558,1912,6187
559,7578,6189
560,3514,6201
561,6446,6215
562,2964,6244
563,4843,6255
564,7677,6262
565,7713,6273
566,5160,6284
567,6313,6290
568,3923,6294
569,8206,6307
570,8217,6313
571,1158,6318
572,8358,6320
573,6088,6327
574,5080,6330
575,3957,6344
576,4542,6349
577,2141,6353
578,7148,6357
579,4884,6361
580,2532,6364
581,3453,6369
582,9742,6372
583,6039,6376
584,6376,6385
585,4213,6392
586,7567,6411
587,8457,6415
588,1787,6425
589,8280,6434
590,9651,6437
591,4592,6446
592,8681,6452
593,7341,6456
594,8051,6466
595,8985,6469
596,1396,6480
597,8040,6485
