Analysis data for natural_merge algorithm on random data for n = 2000
# of comparisons: 20973, regression equation:  y = 1.0017 (x) ^ 1.3207 w/ correlation 100.0 %,execution time: 0.013043 s
# of exchanges: 19969, regression equation:  y = 1.0015 (x) ^ 1.3134 w/ correlation 100.0 %
count,presorted values,postsorted values
0,2079,1008
1,1277,1011
2,5163,1015
3,2192,1016
4,8019,1017
5,5309,1023
6,8439,1025
7,9613,1044
8,1377,1049
9,5862,1065
10,3473,1066
11,11535,1071
12,8385,1072
13,9290,1076
14,4594,1077
15,4877,1078
16,7001,1079
17,1380,1080
18,7563,1081
19,9464,1083
20,6070,1085
21,1897,1087
22,5806,1111
23,9293,1113
24,8711,1119
25,1071,1121
26,5065,1123
27,3232,1126
28,2049,1127
29,8536,1128
30,9261,1137
31,4483,1139
32,1948,1143
33,6481,1146
34,2673,1152
35,8484,1153
36,7065,1154
37,2792,1155
38,3389,1157
39,5051,1160
40,3041,1161
41,4823,1166
42,7105,1171
43,2288,1180
44,6557,1181
45,9271,1185
46,8234,1186
47,2373,1205
48,4353,1206
49,6623,1209
50,3310,1211
51,6003,1216
52,6654,1240
53,1015,1244
54,9716,1250
55,8012,1258
56,1704,1262
57,9541,1269
58,7969,1277
59,4978,1281
60,6798,1284
61,8643,1289
62,6583,1291
63,3793,1296
64,1629,1300
65,5146,1303
66,4662,1304
67,8787,1314
68,5561,1322
69,9954,1324
70,7365,1327
71,8144,1328
72,7344,1331
73,6920,1339
74,4023,1349
75,7918,1353
76,7049,1357
77,2735,1361
78,3485,1367
79,2011,1368
80,8860,1374
81,2101,1376
82,3820,1377
83,9331,1378
84,2683,1380
85,7064,1386
86,8881,1389
87,6463,1392
88,7516,1393
89,2168,1396
90,1981,1397
91,7115,1398
92,1422,1403
93,6778,1404
94,8748,1408
95,3450,1410
96,3830,1412
97,5099,1414
98,8688,1417
99,6537,1420
100,6310,1422
101,2068,1434
102,2619,1435
103,9988,1436
104,5846,1437
105,6809,1440
106,9479,1441
107,4133,1441
108,9012,1445
109,8722,1448
110,3649,1456
111,5127,1459
112,1403,1468
113,4960,1472
114,4345,1488
115,2500,1496
116,3177,1510
117,5816,1517
118,9797,1522
119,4262,1526
120,2265,1530
121,6708,1535
122,3416,1549
123,4733,1558
124,8137,1561
125,1296,1562
126,7424,1570
127,5850,1571
128,1281,1572
129,8028,1576
130,4364,1579
131,2616,1585
132,8574,1585
133,5205,1589
134,7626,1592
135,1269,1595
136,9602,1597
137,4350,1598
138,3067,1601
139,4994,1604
140,4370,1626
141,6978,1627
142,2186,1629
143,3056,1631
144,5139,1638
145,8926,1641
146,2132,1641
147,7854,1654
148,4985,1657
149,7314,1658
150,8299,1659
151,9637,1663
152,8865,1672
153,3548,1675
154,9046,1680
155,1732,1689
156,5512,1690
157,1767,1693
158,1083,1695
159,8757,1704
160,9879,1709
161,5871,1730
162,9292,1732
163,9405,1743
164,8514,1744
165,1209,1747
166,3625,1749
167,3420,1755
168,1840,1760
169,7771,1767
170,8067,1769
171,4210,1771
172,6715,1778
173,3776,1799
174,6677,1803
175,9411,1817
176,3128,1818
177,8832,1820
178,9344,1823
179,3445,1829
180,1589,1832
181,9628,1840
182,7897,1843
183,9787,1856
184,1314,1861
185,9491,1862
186,2375,1866
187,8731,1878
188,1910,1888
189,3234,1896
190,5060,1897
191,2355,1910
192,1065,1915
193,9000,1916
194,2210,1917
195,8367,1919
196,6493,1921
197,8080,1922
198,7454,1924
199,3203,1933
200,6325,1948
201,3163,1949
202,8885,1957
203,4055,1961
204,3750,1978
205,5442,1981
206,4124,1983
207,3327,1986
208,7995,1988
209,6662,1989
210,3096,1993
211,4230,1998
212,3186,1999
213,6156,2001
214,6188,2002
215,1517,2003
216,3040,2004
217,8186,2011
218,1392,2016
219,4019,2017
220,2573,2019
221,3791,2021
222,9779,2027
223,8275,2028
224,8038,2029
225,7189,2030
226,1139,2034
227,3522,2035
228,2307,2040
229,1258,2049
230,9834,2066
231,5382,2068
232,8821,2071
233,2869,2073
234,6157,2077
235,8956,2079
236,6594,2080
237,2154,2081
238,3893,2084
239,1123,2086
240,7896,2091
241,3677,2095
242,9078,2098
243,5541,2099
244,4288,2101
245,6084,2113
246,4509,2114
247,8977,2119
248,6947,2121
249,7910,2127
250,3454,2128
