Analysis data for natural_merge algorithm on random data for n = 1500
# of comparisons: 15239, regression equation:  y = 1.0017 (x) ^ 1.3207 w/ correlation 100.0 %,execution time: 0.009998 s
# of exchanges: 14489, regression equation:  y = 1.0015 (x) ^ 1.3134 w/ correlation 100.0 %
count,presorted values,postsorted values
0,2944,1001
1,6211,1002
2,2540,1004
3,6175,1004
4,4244,1006
5,8709,1008
6,2194,1008
7,4092,1014
8,8089,1017
9,6644,1018
10,3281,1025
11,4781,1033
12,3867,1037
13,8841,1042
14,3391,1043
15,2558,1045
16,5239,1046
17,2190,1053
18,3827,1056
19,6614,1057
20,4709,1059
21,6507,1078
22,4981,1091
23,7499,1098
24,7541,1118
25,5260,1150
26,7004,1158
27,3582,1159
28,7467,1164
29,4856,1181
30,6981,1184
31,2863,1186
32,5349,1198
33,1053,1205
34,8093,1210
35,8186,1223
36,3961,1224
37,6615,1240
38,3871,1241
39,5584,1245
40,8697,1249
41,5394,1256
42,5858,1259
43,1018,1262
44,4416,1267
45,7663,1274
46,8710,1280
47,2833,1293
48,2150,1302
49,5366,1311
50,6114,1324
51,6061,1325
52,9232,1326
53,6964,1329
54,9500,1330
55,6874,1331
56,7706,1339
57,7067,1349
58,2102,1352
59,3575,1372
60,6164,1375
61,4721,1378
62,6001,1388
63,5923,1389
64,7020,1401
65,6252,1404
66,7868,1410
67,5171,1412
68,8003,1416
69,8525,1418
70,2769,1429
71,9836,1444
72,6908,1453
73,9771,1459
74,5985,1466
75,1816,1484
76,7493,1486
77,4767,1489
78,4585,1497
79,9746,1507
80,7167,1512
81,8751,1518
82,2276,1543
83,1947,1561
84,3102,1565
85,2407,1569
86,6760,1572
87,4304,1573
88,2389,1577
89,7349,1591
90,8200,1592
91,3091,1604
92,7098,1611
93,8099,1622
94,9010,1625
95,6688,1637
96,1326,1643
97,2070,1644
98,3988,1659
99,3243,1667
100,1518,1668
101,2175,1673
102,3483,1680
103,7479,1687
104,1008,1695
105,9312,1706
106,4561,1708
107,6959,1710
108,1325,1711
109,4390,1712
110,1637,1718
111,9684,1720
112,2113,1725
113,1767,1726
114,5877,1727
115,2391,1732
116,5211,1733
117,3897,1734
118,5174,1740
119,4083,1747
120,6290,1764
121,2188,1767
122,4036,1769
123,7931,1771
124,8612,1772
125,2359,1775
126,4109,1779
127,7874,1794
128,8982,1813
129,8415,1815
130,7986,1816
131,5203,1823
132,4861,1832
133,1014,1832
134,4939,1839
135,1330,1841
136,4070,1842
137,4663,1872
138,6516,1898
139,3172,1899
140,3740,1901
141,7057,1908
142,5545,1913
143,9313,1919
144,5219,1921
145,5632,1926
146,4625,1941
147,9589,1947
148,3796,1976
149,1043,1981
150,3072,1986
151,2906,1996
152,6671,1998
153,4545,2007
154,5578,2014
155,5406,2036
156,1764,2040
157,5763,2043
158,4393,2054
159,7138,2070
160,4690,2082
161,8271,2097
162,9791,2098
163,9726,2102
164,3904,2109
165,6843,2113
166,1775,2122
167,9503,2136
168,2367,2138
169,3469,2146
170,1412,2150
171,1794,2153
172,1046,2174
173,4106,2175
174,4197,2176
175,9696,2186
176,1324,2187
177,5917,2188
178,7841,2190
179,6141,2192
180,8895,2194
181,9084,2198
182,2325,2224
183,1706,2230
184,4581,2239
185,9013,2241
186,5249,2244
187,9580,2265
188,8610,2271
189,6790,2275
190,5448,2276
191,4437,2280
192,9372,2283
193,8948,2289
194,2911,2295
195,5335,2297
196,1410,2325
197,4885,2326
198,3717,2329
199,9546,2339
200,6994,2343
201,1659,2359
202,6803,2362
203,2036,2367
204,7958,2383
205,1981,2386
206,7139,2389
207,9049,2391
208,2696,2395
209,7653,2398
210,3155,2401
211,6271,2402
212,7944,2407
213,4353,2421
214,4283,2427
215,5673,2434
216,9578,2441
217,8071,2447
218,7238,2461
219,3171,2482
220,5805,2500
221,6881,2505
222,7009,2509
223,1592,2516
224,4303,2518
225,4817,2521
226,1711,2524
227,9343,2540
228,4546,2545
229,3485,2558
230,9270,2587
231,1158,2593
232,2681,2597
233,6694,2603
234,2593,2609
235,2098,2615
236,5922,2625
237,7030,2628
238,5512,2633
239,8342,2646
240,4525,2655
241,4903,2657
242,6395,2661
243,5598,2663
244,4182,2669
245,1941,2674
246,4226,2676
247,1401,2681
248,6048,2687
249,7325,2693
250,3120,2696
251,3638,2702
252,7294,2703
253,8091,2712
254,9872,2729
255,2702,2734
256,2122,2736
257,7626,2740
258,4786,2741
259,7625,2742
260,8584,2742
261,1164,2754
262,9122,2761
263,1453,2765
264,2386,2769
265,4591,2789
266,7286,2798
267,9090,2801
268,1184,2833
269,6937,2849
270,1841,2863
271,1720,2872
272,2657,2883
273,9204,2895
274,7728,2899
275,8993,2901
276,9756,2906
277,5231,2907
278,4389,2911
279,4344,2916
280,8660,2917
281,4394,2932
282,5604,2944
283,1561,2949
284,9137,2949
285,3505,2955
286,9305,2976
287,8378,2992
288,7316,3027
289,7909,3045
290,5535,3048
291,1091,3061
292,2916,3065
293,9538,3067
294,8730,3072
295,3878,3075
296,1898,3091
297,3393,3092
298,3727,3101
299,4986,3102
300,4090,3104
301,6003,3108
302,1591,3120
303,9196,3124
304,1727,3134
305,6667,3138
306,8661,3142
307,7994,3143
308,1404,3152
309,1497,3155
310,3942,3158
311,5542,3171
312,6677,3172
313,8209,3181
314,5557,3186
315,7446,3190
316,4296,3192
317,5738,3194
318,4902,3206
319,1573,3208
320,3158,3243
321,4936,3256
322,7332,3265
323,6996,3276
324,1331,3281
325,3142,3285
326,7036,3294
327,7547,3306
328,3383,3319
329,9188,3349
330,7782,3373
331,3373,3383
332,6989,3391
333,5890,3393
334,5266,3404
335,2421,3408
336,8542,3411
337,1198,3419
338,4733,3428
339,6821,3430
340,2516,3435
341,9623,3445
342,7357,3457
343,2798,3469
344,1375,3474
345,5942,3477
346,4762,3479
347,5445,3483
348,5048,3485
349,9664,3488
350,3419,3501
351,2136,3505
352,2687,3525
353,4725,3541
354,4050,3542
355,3833,3550
356,6458,3553
357,8145,3569
358,4396,3575
359,1444,3582
360,7587,3586
361,1293,3588
362,1919,3611
363,9921,3625
364,7054,3628
365,6470,3630
366,9873,3637
367,8825,3638
368,3809,3645
369,1680,3646
370,3795,3662
371,5481,3696
372,4062,3706
373,7432,3717
374,8621,3719
375,2054,3727
376,7643,3740
377,5924,3743
378,6324,3748
379,3989,3750
380,1459,3753
381,5676,3760
382,1017,3762
383,4056,3771
384,1926,3785
385,5887,3794
386,1732,3795
387,4597,3796
388,3762,3800
389,7386,3809
390,7773,3821
391,2625,3822
392,6147,3827
393,8386,3828
394,1908,3833
395,7417,3850
396,7906,3867
397,8458,3871
398,4994,3871
399,5435,3872
400,3474,3878
401,5835,3883
402,3445,3892
403,3588,3897
404,7517,3904
405,7753,3906
406,2901,3920
407,6947,3924
408,5938,3935
409,2712,3942
410,2343,3947
411,5374,3948
412,5169,3949
413,6948,3958
414,2441,3961
415,3186,3969
416,8037,3982
417,1832,3988
418,3430,3989
419,9940,3998
420,7537,4000
421,1372,4022
422,9265,4036
423,2917,4050
424,4385,4056
425,4571,4062
426,1667,4066
427,9786,4070
428,2518,4076
429,4486,4083
430,8939,4090
431,7281,4092
432,2992,4096
433,5603,4106
434,4670,4107
435,5949,4109
436,5740,4120
437,9647,4128
438,9059,4133
439,2661,4140
440,7309,4146
441,5657,4155
442,8646,4162
443,9650,4182
444,4146,4187
445,4133,4196
446,9427,4197
447,7581,4219
448,6716,4225
449,9040,4226
450,5478,4229
451,4333,4234
452,1210,4235
453,7297,4239
454,2447,4244
455,4748,4249
456,8130,4257
457,8642,4283
458,4395,4294
459,6769,4296
460,5972,4297
461,7255,4300
462,7266,4303
463,5950,4304
464,8190,4333
465,8018,4338
466,6530,4340
467,2482,4341
468,5766,4342
469,4980,4344
470,4965,4353
471,5368,4370
472,2615,4376
473,5060,4381
474,9764,4385
475,6617,4388
476,7523,4389
477,7394,4390
478,1078,4393
479,2500,4393
480,1352,4394
481,6549,4395
482,8329,4396
483,3630,4400
484,1507,4416
485,3920,4419
486,5729,4422
487,5690,4437
488,4340,4440
489,8008,4442
490,1042,4453
491,5411,4467
492,1256,4478
493,7451,4486
494,7007,4492
495,9202,4504
496,8876,4518
497,8547,4519
498,6060,4525
499,4381,4526
500,9973,4528
501,1901,4537
502,3892,4538
503,3101,4543
504,7769,4545
505,9971,4546
506,8920,4561
507,8681,4571
508,9821,4579
509,1622,4580
510,6871,4581
511,6029,4585
512,1710,4589
513,6398,4591
514,3045,4592
515,6849,4595
516,5546,4597
517,9990,4609
518,1205,4613
519,8033,4616
520,4341,4625
521,5330,4633
522,4657,4647
523,8242,4652
524,3457,4654
525,9293,4657
526,6488,4663
527,4257,4670
528,9331,4681
529,6710,4684
530,7535,4686
531,4579,4690
532,3075,4702
533,5681,4705
534,8280,4709
535,5071,4711
536,4400,4716
537,6941,4721
538,1057,4725
539,8614,4730
540,3586,4733
541,3108,4744
542,8880,4748
543,4716,4762
544,5276,4767
545,8166,4778
546,6356,4781
547,2949,4786
548,3143,4796
549,5967,4799
550,4868,4814
551,4419,4817
552,6506,4843
553,8679,4844
554,3625,4856
555,5453,4861
556,7097,4862
557,4162,4868
558,8499,4885
559,3550,4891
560,8346,4896
561,3750,4902
562,9315,4903
563,3637,4914
564,7539,4936
565,2976,4939
566,2729,4940
567,9759,4950
568,6425,4955
569,1543,4959
570,3208,4965
571,7763,4980
572,9077,4981
573,9736,4983
574,2505,4984
575,8801,4986
576,8179,4991
577,8979,4994
578,5479,5006
579,7185,5008
580,4155,5014
581,2949,5015
582,1329,5022
583,9914,5025
584,9346,5048
585,5966,5060
586,8470,5071
587,5421,5106
588,9908,5108
589,1245,5121
590,5225,5122
591,4914,5139
592,5626,5156
593,7458,5158
594,3645,5169
595,1998,5171
596,3628,5173
597,4453,5174
598,5015,5203
599,9597,5207
600,7776,5208
601,5849,5210
602,6090,5211
603,7572,5215
604,1734,5219
605,3134,5225
606,4128,5227
607,3477,5228
608,3190,5231
609,4705,5235
610,1569,5239
611,2646,5243
612,8194,5248
613,1718,5249
614,9542,5260
615,6456,5266
616,8662,5268
617,8147,5271
618,8150,5276
619,8136,5279
620,6030,5281
621,6322,5291
622,6337,5330
623,9525,5332
624,3501,5335
625,9634,5349
