Analysis data for natural_merge algorithm on random data for n = 1000
# of comparisons: 9460, regression equation:  y = 1.0017 (x) ^ 1.3207 w/ correlation 100.0 %,execution time: 0.010000 s
# of exchanges: 8970, regression equation:  y = 1.0015 (x) ^ 1.3134 w/ correlation 100.0 %
count,presorted values,postsorted values
0,5142,1006
1,5577,1018
2,5296,1025
3,4366,1031
4,1300,1039
5,9062,1058
6,2032,1089
7,7828,1104
8,7466,1123
9,2094,1124
10,8876,1137
11,3388,1158
12,1575,1176
13,8922,1182
14,1861,1193
15,1603,1204
16,4886,1208
17,9575,1209
18,2089,1212
19,8846,1227
20,1368,1242
21,5229,1243
22,8241,1247
23,4894,1249
24,8992,1257
25,4730,1261
26,8064,1263
27,3714,1273
28,5132,1274
29,1519,1275
30,6284,1277
31,2190,1279
32,5580,1290
33,1321,1295
34,1531,1300
35,8530,1305
36,2744,1309
37,3724,1314
38,8623,1320
39,4015,1321
40,3300,1328
41,8430,1334
42,1104,1339
43,4232,1361
44,9765,1368
45,3962,1369
46,3884,1374
47,6357,1378
48,8284,1379
49,5991,1396
50,1746,1399
51,7993,1402
52,7538,1402
53,3169,1403
54,9918,1408
55,8737,1417
56,7381,1425
57,2158,1440
58,6320,1453
59,7726,1454
60,1403,1468
61,5331,1480
62,8107,1492
63,1646,1500
64,2735,1509
65,6244,1513
66,7358,1519
67,7699,1531
68,6784,1548
69,1677,1549
70,4647,1553
71,9191,1556
72,4395,1559
73,5562,1568
74,4775,1575
75,4066,1576
76,6411,1576
77,1763,1582
78,8422,1583
79,7997,1587
80,6327,1603
81,5338,1605
82,4475,1611
83,1846,1635
84,3890,1640
85,9788,1642
86,8895,1645
87,6595,1646
88,9650,1660
89,2471,1677
90,5841,1680
91,2688,1715
92,9628,1716
93,7491,1718
94,6826,1725
95,5304,1734
96,1275,1746
97,1977,1753
98,2240,1756
99,6017,1759
100,8657,1761
101,1006,1763
102,2331,1787
103,1309,1800
104,6829,1804
105,9432,1806
106,3483,1833
107,2841,1834
108,2793,1844
109,5811,1846
110,7062,1861
111,1806,1870
112,6788,1872
113,8620,1893
114,3571,1895
115,7974,1898
116,4152,1912
117,2927,1916
118,5279,1929
119,1305,1938
120,6116,1948
121,5541,1971
122,3525,1972
123,8881,1977
124,9508,1994
125,4750,1995
126,7500,1998
127,7665,2015
128,8676,2020
129,9819,2021
130,9567,2032
131,6901,2054
132,7833,2062
133,9361,2065
134,1804,2081
135,4358,2089
136,9283,2094
137,9690,2098
138,1492,2104
139,8274,2109
140,9205,2116
141,4944,2118
142,3641,2130
143,1339,2141
144,7824,2156
145,4960,2158
146,2104,2165
147,2825,2183
148,6318,2190
149,6752,2197
150,5367,2208
151,7697,2223
152,9252,2240
153,9649,2243
154,4498,2246
155,4449,2251
156,3666,2271
157,5799,2276
158,3774,2280
159,6096,2281
160,3840,2289
161,8176,2291
162,1018,2304
163,2054,2306
164,9080,2308
165,5787,2311
166,1844,2312
167,3311,2331
168,1834,2345
169,3369,2350
170,8792,2354
171,7090,2358
172,7124,2379
173,1374,2398
174,6307,2409
175,8057,2427
176,2713,2432
177,3486,2444
178,4524,2449
179,8077,2471
180,7136,2478
181,4554,2483
182,1279,2488
183,3679,2502
184,3924,2512
185,5261,2519
186,6899,2532
187,1440,2552
188,1257,2562
189,3323,2577
190,9254,2599
191,7632,2609
192,3384,2626
193,2552,2629
194,6353,2630
195,7568,2635
196,1208,2638
197,4310,2650
198,4596,2651
199,2512,2653
200,7446,2675
201,5364,2688
202,4429,2713
203,2208,2735
204,6131,2742
205,9677,2744
206,9120,2746
207,1261,2758
208,6724,2793
209,3008,2825
210,6273,2841
211,3752,2858
212,4301,2886
213,3129,2898
214,6856,2920
215,6290,2927
216,3293,2964
217,1399,2989
218,1274,3008
219,6452,3019
220,6779,3024
221,3053,3044
222,5284,3053
223,8332,3059
224,2638,3068
225,3503,3098
226,3186,3114
227,5550,3129
228,1039,3141
229,9671,3142
230,6364,3146
231,2271,3169
232,7968,3171
233,3655,3186
234,6567,3190
235,3409,3208
236,3779,3212
237,3239,3217
238,5198,3223
239,7499,3239
240,7579,3245
241,5518,3258
242,6502,3270
243,7577,3271
244,3637,3272
245,1734,3274
246,6941,3291
247,6624,3293
248,7987,3297
249,3044,3300
250,5391,3306
251,9440,3311
252,9218,3314
253,7975,3316
254,2427,3323
255,9619,3337
256,9887,3340
257,8934,3345
258,2098,3358
259,6141,3369
260,6415,3375
261,9559,3376
262,9705,3384
263,5246,3388
264,9477,3395
265,1559,3397
266,4931,3398
267,2432,3409
268,3722,3453
269,5251,3463
270,1660,3466
271,7649,3469
272,7671,3483
273,7204,3486
274,2562,3503
275,5096,3504
276,7093,3514
277,1998,3516
278,9278,3521
279,1587,3525
280,8659,3545
281,1369,3546
282,1971,3551
283,8785,3571
284,6546,3581
285,4615,3605
286,6469,3609
287,6361,3631
288,2350,3636
289,4564,3637
290,4197,3641
291,4936,3647
292,7678,3655
293,5540,3666
294,7992,3667
295,5218,3679
296,5574,3686
297,8062,3714
298,9302,3722
299,1454,3724
300,8196,3727
301,6584,3735
302,4027,3740
303,6046,3752
304,9802,3774
305,8124,3779
306,9146,3783
307,8234,3787
308,4228,3837
309,2478,3840
310,4799,3873
311,6809,3876
312,7676,3884
313,3245,3888
314,3989,3890
315,7110,3893
316,4216,3896
317,8328,3902
318,6344,3909
319,8104,3910
320,7462,3912
321,6294,3922
322,1277,3923
323,1725,3924
324,8407,3931
325,4697,3954
326,2251,3955
327,6456,3957
328,5555,3962
329,3922,3966
330,3217,3976
331,6434,3989
332,5669,3994
333,5898,3994
334,4339,3998
335,5431,4015
336,7736,4022
337,4022,4027
338,2599,4058
339,7944,4066
340,3545,4077
341,8742,4092
342,9950,4152
343,9885,4168
344,7925,4176
345,1898,4177
346,9186,4188
347,5116,4197
348,2609,4210
349,5559,4213
350,1408,4215
351,9410,4216
352,8127,4228
353,3605,4232
354,5458,4264
355,8110,4279
356,6946,4282
357,5536,4300
358,1642,4301
359,3019,4306
360,4874,4310
361,1242,4318
362,7503,4328
363,2304,4339
364,2345,4342
365,3740,4348
366,4888,4358
367,2989,4366
368,6700,4378
369,5692,4385
370,1718,4395
371,9702,4429
372,3024,4435
373,2118,4449
374,8170,4465
375,1576,4475
376,1204,4483
377,7156,4498
378,3397,4508
379,3297,4524
380,9925,4529
381,1759,4542
382,8477,4554
383,7374,4564
384,9602,4592
385,9153,4596
386,5566,4605
387,3337,4614
388,3223,4615
389,4783,4616
390,5444,4647
391,6255,4656
392,2308,4697
393,1227,4716
394,6575,4730
395,1089,4742
396,5945,4743
397,1929,4744
398,9713,4745
399,5379,4750
400,1025,4775
401,1948,4783
402,4348,4799
403,4981,4806
404,7253,4807
405,2354,4819
406,6051,4843
407,5534,4848
408,1872,4874
409,4318,4876
410,8941,4877
411,3212,4879
412,4378,4884
413,5584,4886
414,6180,4887
415,6659,4888
416,8135,4894
417,2886,4922
418,1193,4928
419,3068,4931
420,7605,4933
421,7721,4936
422,8079,4944
423,9279,4945
424,6749,4949
425,8174,4960
426,8995,4967
427,1893,4981
428,2409,5036
429,6480,5040
430,8500,5047
431,1938,5048
432,3893,5066
433,6189,5080
434,7782,5090
435,2898,5096
436,8092,5110
437,3469,5111
438,7315,5116
439,7452,5117
440,3647,5119
441,5355,5125
442,7696,5132
443,1509,5136
444,9638,5142
445,5510,5152
446,5594,5160
447,7375,5175
448,8709,5179
449,9150,5195
450,1833,5198
451,3994,5218
452,6097,5229
453,8661,5238
454,3909,5246
455,1645,5251
456,8470,5261
457,5152,5279
458,3955,5284
459,8907,5286
460,7481,5294
461,9891,5296
462,3783,5302
463,4176,5304
464,9437,5331
465,1314,5338
466,7970,5340
467,3976,5355
468,8536,5358
469,9536,5364
470,5927,5367
471,2488,5369
472,1715,5373
473,7176,5379
474,5473,5391
475,5125,5405
476,7004,5423
477,7119,5425
478,7003,5431
479,1123,5444
480,1640,5447
481,8655,5458
482,2289,5467
483,3787,5473
484,6770,5493
485,6369,5497
486,3912,5510
487,2165,5518
488,9323,5519
489,1417,5534
490,1972,5536
491,7875,5540
492,1468,5541
493,8005,5549
494,7325,5550
495,5119,5555
496,4177,5556
497,5302,5559
498,8023,5562
499,7589,5566
500,8627,5574
501,2130,5577
502,8911,5580
503,1249,5584
504,7336,5594
505,5467,5633
506,1994,5634
507,9643,5669
508,7312,5675
509,1273,5682
510,4967,5692
511,2444,5693
512,9374,5718
513,6018,5722
514,8853,5744
515,6936,5787
516,6437,5798
517,5831,5799
518,3171,5811
519,6613,5825
520,8756,5831
521,5340,5841
522,8642,5845
523,7118,5848
524,5040,5898
525,6851,5921
526,4933,5927
527,9240,5945
528,8405,5956
529,1058,5963
530,8460,5991
531,9907,6017
532,8504,6018
533,1453,6020
534,8869,6028
535,5549,6039
536,2021,6046
537,6186,6051
538,8817,6062
539,9124,6086
540,8714,6088
541,2197,6096
542,2379,6097
543,1295,6103
544,9956,6106
545,8081,6116
546,2626,6131
547,9842,6132
548,2746,6135
549,6425,6140
550,9850,6141
551,6132,6149
552,2291,6156
553,5286,6164
554,6106,6178
555,3998,6180
556,6392,6186
557,4743,6187
558,1912,6189
559,7578,6201
560,3514,6215
561,6446,6244
562,2964,6255
563,4843,6262
564,7677,6273
565,7713,6284
566,5160,6290
567,6313,6294
568,3923,6307
569,8206,6313
570,8217,6318
571,1158,6320
572,8358,6327
573,6088,6330
574,5080,6344
575,3957,6349
576,4542,6353
577,2141,6357
578,7148,6361
579,4884,6364
580,2532,6369
581,3453,6372
582,9742,6376
583,6039,6385
584,6376,6392
585,4213,6411
586,7567,6415
587,8457,6425
588,1787,6434
589,8280,6437
590,9651,6446
591,4592,6452
592,8681,6456
593,7341,6466
594,8051,6469
595,8985,6480
596,1396,6485
597,8040,6502
